Crop_Type,Region,State,Rainfall_mm,Temp,Humidity,Fertilizer,Soil_pH,Soil_Moisture,Sunlight,Estimated_Yield_kg_ha
Rice,South,Tamil Nadu,795.6329582,29.47225076,78.31719116,145.8965884,6.448168806,58.82556185,9.364412032,4404.518947
Rice,South,Tamil Nadu,813.8652971,28.5477583,74.22097114,145.9209486,6.396144915,58.68230395,9.25533816,4244.077487
Rice,South,Tamil Nadu,820.3250473,29.87212045,75.47068633,163.6008458,6.431283367,56.28568489,8.9858215,4192.370862
Rice,South,Tamil Nadu,814.4134304,29.4284003,76.94647525,149.6358554,6.357660314,54.97030555,9.11069701,4248.459819
Rice,South,Tamil Nadu,825.3523436,28.25255673,76.34636185,151.9265869,6.355807128,58.30745021,9.211641744,3948.554455
Rice,South,Tamil Nadu,828.944684,29.33647072,78.16610249,155.2690103,6.331116532,56.12434992,9.303007053,4197.067893
Rice,South,Tamil Nadu,832.8761922,31.31163889,77.14178102,155.6778282,6.447700088,59.3027825,9.136946151,4233.845383
Rice,South,Tamil Nadu,800.6793696,28.85790884,75.0292729,150.4093707,6.515732928,54.26546961,9.337252038,3878.092619
Rice,South,Tamil Nadu,808.2017034,29.65337036,76.12856004,144.6112761,6.364234815,59.3591955,9.053926674,4152.468788
Rice,South,Tamil Nadu,821.139296,28.60903979,80.28788818,153.1695951,6.298742871,58.37290863,9.067642707,4247.865
Rice,South,Tamil Nadu,800.1869815,28.93115814,77.00997456,154.328776,6.33998518,57.33099753,9.105010938,4022.000615
Rice,South,Tamil Nadu,864.136356,29.24298903,73.47823209,154.5893097,6.50610781,60.06493052,8.896126007,4047.364889
Rice,South,Tamil Nadu,851.6727787,28.57539832,76.88763886,153.8731703,6.353653476,57.88094929,8.551746532,3966.341854
Rice,South,Tamil Nadu,813.6857962,28.25133009,79.26482261,142.8492931,6.377997776,58.26148115,9.488254658,3904.620677
Rice,South,Tamil Nadu,849.0790938,29.00613984,74.0369827,152.3105174,6.409952985,56.79956625,9.213960417,4062.20296
Rice,South,Tamil Nadu,822.8379336,29.3972784,79.17203363,143.8109225,6.506651669,54.0958244,9.169642981,4208.247581
Rice,South,Tamil Nadu,827.0247967,28.62638029,75.5837555,147.5349953,6.370531762,59.69920419,9.271403097,4016.063561
Rice,South,Tamil Nadu,842.4899969,29.18437971,77.62572424,153.1481442,6.358550249,56.87963792,9.349458721,4211.55554
Rice,South,Tamil Nadu,819.4774602,29.07039643,78.55532979,147.0421431,6.427354869,57.5956147,9.156463759,4284.816528
Rice,South,Tamil Nadu,840.6354087,29.48810578,78.61095761,150.1050192,6.434097649,57.37946649,9.26483327,4100.478542
Rice,South,Tamil Nadu,822.4248991,29.35709422,74.36355863,160.4619364,6.349699131,55.57162277,9.431622175,4238.749404
Rice,South,Tamil Nadu,835.6029954,29.37700731,75.97550645,145.5137281,6.403790228,56.64567658,9.395023947,4097.941393
Rice,South,Tamil Nadu,799.3625701,28.8071685,76.82586291,147.1813772,6.35888898,58.48737442,9.248993314,4043.958524
Rice,South,Tamil Nadu,808.2240424,29.13922996,73.10383132,142.9626811,6.364077789,57.5731057,9.262181513,4341.303433
Rice,South,Tamil Nadu,841.4414906,28.90403688,75.96196758,144.9873532,6.399074343,57.42268272,9.264543712,3995.915358
Rice,South,Tamil Nadu,832.9836629,29.91964335,75.7824797,152.0085586,6.4345072,57.19755906,9.244818496,4121.88886
Rice,South,Tamil Nadu,822.4419025,28.53619413,76.04902035,152.4899915,6.47255718,59.91854165,9.630636492,4004.897866
Rice,South,Tamil Nadu,841.8080159,29.1100052,80.37960587,145.9585086,6.358013908,56.80121471,8.775220855,4041.136747
Rice,South,Tamil Nadu,801.0216835,29.09023627,76.68351195,159.3808542,6.447521192,56.84619269,9.020317066,4193.787876
Rice,South,Tamil Nadu,786.9941698,30.09887526,78.35888024,147.6541217,6.314343274,60.70774475,9.177092031,4305.672447
Rice,South,Tamil Nadu,780.1393085,28.64037499,76.0104874,150.234903,6.377496726,59.24569986,8.986475914,4098.643077
Rice,South,Tamil Nadu,823.0073908,29.3086633,77.42322976,144.3767895,6.323294291,60.55535364,9.266462802,4007.72702
Rice,South,Tamil Nadu,858.7787994,29.06940478,78.35859437,150.3375924,6.503037396,61.51068168,9.15020717,4265.735643
Rice,South,Tamil Nadu,836.1343987,29.82117893,74.07015308,153.4302573,6.452921224,54.48252103,8.963348297,3814.115173
Rice,South,Tamil Nadu,813.2648291,29.43052535,79.0047141,150.3704739,6.481430777,55.23979708,8.859323512,4111.667845
Rice,South,Tamil Nadu,829.6016362,28.98038315,71.8651158,149.5543998,6.334776525,59.3393451,9.273319649,3979.018032
Rice,South,Tamil Nadu,807.1533271,28.36447189,75.87464181,154.7757116,6.350713698,59.00809303,9.093948476,4001.069075
Rice,South,Tamil Nadu,817.324241,28.37885461,74.89270139,144.0106105,6.498236257,58.0705271,9.060054898,4152.096987
Rice,South,Tamil Nadu,817.1917988,28.86741824,77.2283334,153.7875386,6.373474943,56.84836352,9.144989661,3774.711825
Rice,South,Tamil Nadu,782.1202234,29.82012456,79.28993543,148.7548198,6.428827848,58.62250031,9.815776162,4287.936237
Rice,South,Tamil Nadu,816.8020602,28.42667574,72.78710736,151.0173182,6.362182463,55.15549258,9.070685423,3957.767799
Rice,South,Tamil Nadu,862.1785409,29.52898385,75.98405472,157.3997207,6.403868415,56.2774316,9.504624815,4200.836507
Rice,South,Tamil Nadu,794.0688461,28.88579679,74.24876349,143.0860013,6.446308877,61.81883328,8.920286485,4204.445386
Rice,South,Tamil Nadu,803.7339358,28.70772477,74.81521215,145.6800462,6.402426081,56.33809977,9.254091365,4112.464284
Rice,South,Tamil Nadu,814.0262988,28.4554618,74.84645734,153.7769561,6.425045859,56.04488951,9.219866461,4232.708069
Rice,South,Tamil Nadu,778.264868,29.32601612,74.67475248,152.8529933,6.361837042,54.3902358,8.874491512,4127.212742
Rice,South,Tamil Nadu,826.4930625,28.45741002,77.27718492,141.6923997,6.39669601,55.5779676,9.069632778,4127.109801
Rice,South,Tamil Nadu,798.4896659,28.76926667,78.01258562,147.1155407,6.441784606,55.74058629,9.305960836,4336.235293
Rice,South,Tamil Nadu,758.2088875,28.52186285,77.15414425,148.9847731,6.418557294,56.79202963,9.217317957,4096.648415
Rice,South,Tamil Nadu,849.1945515,29.15265251,76.67520532,147.9406152,6.375619689,57.13488362,9.278890428,4056.852328
Rice,South,Tamil Nadu,827.2443714,30.24524048,77.74224941,148.3698823,6.460060696,57.18384925,8.792375093,3968.787053
Rice,South,Tamil Nadu,773.230202,28.78909191,76.03683676,158.3821866,6.416346369,57.56179894,9.365881116,3788.329704
Rice,South,Tamil Nadu,825.890364,29.46251912,73.04282751,155.7187702,6.41692482,57.16942417,9.326556373,4460.603929
Rice,South,Tamil Nadu,824.5466564,29.14893235,75.0812782,145.7507782,6.441516791,56.28783235,9.214313247,4048.351383
Rice,South,Tamil Nadu,831.9744956,29.20019726,78.07507989,147.449918,6.386506253,56.04247257,9.111141348,4176.595074
Rice,South,Tamil Nadu,838.9247154,28.44670081,77.73921184,156.7781893,6.420671745,61.75359163,9.04524216,3933.301795
Rice,South,Tamil Nadu,775.5319938,29.89762659,77.30873131,149.7220766,6.413998431,55.74902191,9.689150396,4139.383177
Rice,South,Tamil Nadu,822.7348699,29.43545997,76.96201846,151.1194201,6.360476277,58.94293671,9.576404899,4321.813007
Rice,South,Tamil Nadu,859.8296657,28.69327059,74.02079036,149.3710654,6.402786246,60.18838304,8.861507074,4349.432548
Rice,South,Tamil Nadu,816.0498025,28.74387136,73.97579125,141.7257166,6.441158529,58.14663593,8.94200782,3925.738184
Rice,South,Tamil Nadu,811.6053825,30.00141292,75.4808173,142.4842852,6.387712847,57.45455286,8.660622671,4111.85577
Rice,South,Tamil Nadu,814.2266367,29.41772382,79.69791219,155.6328251,6.386555565,55.78694818,9.714671961,4128.882765
Rice,South,Tamil Nadu,820.3482323,28.98552495,76.39616952,149.2781979,6.3713169,56.90628212,9.193449346,4038.486284
Rice,South,Tamil Nadu,802.1788554,29.06385814,75.49004557,157.5199649,6.26745151,60.1830137,9.449217038,3808.991465
Rice,South,Tamil Nadu,811.4328101,28.77713548,73.18497661,146.1109166,6.344471208,61.50454089,9.387135679,4310.733264
Rice,South,Tamil Nadu,838.0418016,28.32256894,74.95095947,152.4468728,6.33889361,59.42599686,9.15193492,4063.776879
Rice,South,Tamil Nadu,837.7739992,29.26655799,75.27806767,155.796649,6.345946834,59.23187121,9.318620252,4073.568034
Rice,South,Tamil Nadu,828.1533256,28.24933185,77.84805404,149.0754893,6.373863849,60.09801845,9.059131262,3908.730806
Rice,South,Tamil Nadu,781.0842707,29.36360597,73.4391413,158.7739709,6.29590353,61.39291274,9.242203493,4105.493033
Rice,South,Tamil Nadu,806.3770228,29.23948167,75.9247306,155.5165094,6.405711382,58.30060352,9.127277558,4111.458156
Rice,South,Tamil Nadu,827.6950442,27.97389896,73.30362916,153.7163205,6.408543272,57.63203333,9.203686787,4172.137256
Rice,South,Tamil Nadu,806.506008,28.53301716,76.39169051,145.1081361,6.420412638,54.59483279,9.405831127,4190.889622
Rice,South,Tamil Nadu,826.4007434,29.58961459,79.33094889,155.0718503,6.307956288,55.44084607,9.075036284,4123.913658
Rice,South,Tamil Nadu,832.9414755,28.56455371,76.37353353,146.2230853,6.36942411,55.18667781,9.015353351,3917.247309
Rice,South,Tamil Nadu,795.6031687,29.63218508,74.10120222,163.1619103,6.424665895,58.36967225,9.028328444,4225.046482
Rice,South,Tamil Nadu,805.6090543,29.07320589,81.12016908,149.5197005,6.457463666,56.59364715,9.193002302,4385.620095
Rice,South,Tamil Nadu,804.3258236,30.08746913,77.41550387,147.1876661,6.431620387,59.9451089,9.324361992,3884.466292
Rice,South,Tamil Nadu,801.8215706,28.85148882,75.85113314,153.1033605,6.40888505,55.32931128,9.27603957,4211.587862
Rice,South,Tamil Nadu,833.9947612,29.64846844,77.66784431,152.2959004,6.396491714,54.67807813,9.285923644,4151.153153
Rice,South,Tamil Nadu,826.7894709,28.23395085,73.83788692,155.2657643,6.398022242,59.36300139,9.205663675,4124.463421
Rice,North,Punjab,633.4570951,23.69037316,62.19224155,127.6886236,6.678275189,42.38165575,8.144426754,3028.187707
Rice,North,Punjab,641.3939031,23.46323562,61.62625671,127.8013447,6.772348894,43.39310955,8.306368908,2877.165944
Rice,North,Punjab,616.6762566,24.53377848,62.16456798,135.3274019,6.674135577,45.81869488,8.559779625,3045.574216
Rice,North,Punjab,598.862437,24.87203069,65.15914429,127.3856999,6.678990659,42.43643078,7.831109898,2962.202208
Rice,North,Punjab,584.8964808,23.53932146,61.93063023,131.1710737,6.777525025,41.00329192,8.29686448,3067.901673
Rice,North,Punjab,608.7634073,24.4048917,59.75455596,131.9120487,6.70832261,43.98490253,8.157833729,3468.295021
Rice,North,Punjab,594.0565004,23.68140183,60.75371895,127.2226144,6.668130644,45.37803306,8.38410085,3014.388056
Rice,North,Punjab,589.1911107,24.28284933,60.89555391,133.1646591,6.710146151,39.96851177,8.40950104,3369.381651
Rice,North,Punjab,594.6802827,23.76737906,62.57173078,131.6722839,6.732927214,47.02040908,8.064610555,2980.255413
Rice,North,Punjab,575.5170193,23.56144198,61.93374605,138.9727893,6.674119435,43.4475759,8.096715421,3278.258991
Rice,North,Punjab,673.1733106,23.68147874,61.02112111,135.2208044,6.734094574,46.69341465,8.216785637,3046.106186
Rice,North,Punjab,624.7663708,24.66522215,63.64096436,132.5363702,6.753333734,45.33859118,8.376431798,3197.306483
Rice,North,Punjab,605.822048,24.08802821,64.41301793,125.9153216,6.718433665,42.21332238,8.105748965,3291.767779
Rice,North,Punjab,614.7774767,24.02786193,59.28028772,133.7312678,6.732274209,47.32650945,8.038444353,3132.872549
Rice,North,Punjab,616.2345921,24.94647197,61.80940894,131.3951076,6.730394825,43.37321825,8.010713277,3129.113499
Rice,North,Punjab,636.8407937,23.38409082,62.26593935,126.4993959,6.759752331,39.95362619,7.988215631,3156.581781
Rice,North,Punjab,649.1381007,23.96054984,60.88960095,139.4057853,6.627599305,38.60238809,8.18800289,3024.691866
Rice,North,Punjab,584.4691796,24.42501387,62.48760143,127.1796068,6.63598478,44.74491466,8.230040236,3085.12362
Rice,North,Punjab,656.1659249,23.35794914,58.94894966,126.5404597,6.697720699,43.4866789,8.051752788,3152.808309
Rice,North,Punjab,578.7115144,24.86625876,61.83569764,135.5864792,6.717136267,43.91350644,8.213953456,3167.156284
Rice,North,Punjab,626.068069,24.79749152,62.39304234,133.5450188,6.695513215,45.88023443,7.96472154,3370.141065
Rice,North,Punjab,608.9960512,23.14153494,62.25620883,126.5947417,6.742032177,41.69475204,8.010763313,2816.56889
Rice,North,Punjab,598.692342,22.5456724,58.83219435,133.8020733,6.739290008,43.85091512,7.906604771,3092.843297
Rice,North,Punjab,609.9099365,23.30498119,65.0067966,134.3868115,6.688951791,43.05377168,8.141676562,2793.73977
Rice,North,Punjab,603.8205654,23.59080945,59.99675998,128.5944985,6.789884326,44.28168572,7.985764202,3185.887417
Rice,North,Punjab,644.9838859,24.55478021,62.11926074,126.7653161,6.734911166,43.78697077,8.279038644,3195.27577
Rice,North,Punjab,636.2388179,23.67885887,64.63478813,130.987998,6.803763044,41.62162436,8.447192761,3129.686618
Rice,North,Punjab,593.7145499,23.7096685,61.35930538,132.1208297,6.726141774,41.85259999,8.095129082,3421.340554
Rice,North,Punjab,653.1885793,24.2617942,62.07600696,130.6001566,6.730675899,40.95441487,8.048524693,2849.712389
Rice,North,Punjab,619.9805781,24.38831756,61.03362708,137.8699338,6.638711717,40.07125024,8.144890364,3257.064745
Rice,North,Punjab,652.0981923,23.72466944,64.15736167,129.8074577,6.691368635,44.76731987,8.230464576,2863.541176
Rice,North,Punjab,646.9135087,24.82805481,60.7488746,131.9790177,6.724701509,43.52134753,7.989938969,2999.256495
Rice,North,Punjab,609.3611482,24.70363741,63.08720031,128.1469283,6.738584936,37.30291476,8.32975314,2839.042933
Rice,North,Punjab,600.9389765,23.32819806,59.41063705,135.8041339,6.67661494,43.69300776,8.090615884,3171.556124
Rice,North,Punjab,611.9205473,23.23020467,63.99253364,127.5312171,6.622170905,42.14376968,8.400151958,3227.533261
Rice,North,Punjab,601.2836966,23.79044538,61.3567299,140.3837399,6.719096773,43.86008329,8.306056691,3135.818374
Rice,North,Punjab,603.5239464,23.88219009,61.85679748,129.8138888,6.736381477,43.10389177,8.246528015,3087.892513
Rice,North,Punjab,611.9658798,22.80107959,63.83265535,131.7324424,6.749900505,37.20748924,8.517674941,3079.061556
Rice,North,Punjab,637.7045704,23.37605644,63.22554781,124.7329222,6.668811552,46.82806271,8.06186352,3132.614931
Rice,North,Punjab,631.7516933,24.29740913,62.30083781,131.824805,6.820170779,42.88476241,8.140219809,3257.598159
Rice,North,Punjab,637.6381483,24.71221818,63.27746044,124.2849754,6.781671577,40.70730921,8.160527093,2986.858622
Rice,North,Punjab,608.3965413,24.19725745,62.64271443,132.1096038,6.780685563,43.9070686,8.051168673,3244.613075
Rice,North,Punjab,639.7367622,23.26343531,63.19480014,133.5058637,6.685121825,45.75141363,8.069988883,3118.836468
Rice,North,Punjab,605.6732044,24.00934743,59.80744983,122.7997456,6.779725253,41.3060773,7.90172153,2776.991483
Rice,North,Punjab,594.0259563,23.20614612,65.28403032,135.0490854,6.665592483,47.50487161,8.296353097,3051.275292
Rice,North,Punjab,547.5148571,25.37456554,59.22085507,121.7730063,6.751128522,47.87950481,8.376854564,3184.586368
Rice,North,Punjab,624.8688585,24.51204934,63.51785718,131.4059571,6.705210055,42.87481374,7.949207082,3057.898738
Rice,North,Punjab,567.6760796,23.94099622,60.02281779,124.4820534,6.708994708,45.78400457,8.283663321,2864.424909
Rice,North,Punjab,585.2592966,24.56446271,60.03502521,128.8768343,6.727502605,41.06331109,8.121075101,2899.896176
Rice,North,Punjab,594.9658089,24.19186916,58.81401253,132.2023737,6.69901811,44.10497991,8.144782827,3304.621064
Rice,North,Punjab,613.1306126,23.74235668,62.24459501,132.7164901,6.702443004,43.08118338,7.959601662,3000.564862
Rice,North,Punjab,574.9348682,25.04974605,59.51227353,126.535474,6.664079637,44.78984875,8.041010064,3287.161311
Rice,North,Punjab,593.1627344,24.1673965,60.32930589,140.7257456,6.640620079,43.61964142,8.226755376,3162.069865
Rice,North,Punjab,605.3678085,23.92210758,62.08762294,129.26499,6.748193956,47.421046,7.988501643,2894.529553
Rice,North,Punjab,607.7929488,25.5478256,60.39265086,138.195584,6.783885041,41.89282352,8.213796616,3344.259493
Rice,North,Punjab,600.5218065,23.87785178,60.83663817,124.9262163,6.667536123,40.55211947,8.106816694,2984.504015
Rice,North,Punjab,615.8446478,23.06646261,62.66176046,134.1676448,6.600313218,43.74811314,8.345533798,2918.553847
Rice,North,Punjab,651.8143097,24.25141141,60.58997629,129.7211546,6.727916346,43.15201078,8.207751198,2961.898961
Rice,North,Punjab,614.2340206,23.1517713,61.77754788,125.4804618,6.663223503,45.47218635,8.318262024,3191.370718
Rice,North,Punjab,582.6921809,23.81015493,64.4261954,130.7085846,6.815966477,43.78663568,8.138409823,3053.63253
Rice,North,Punjab,613.3385226,23.9085181,63.41621735,134.7835116,6.660700527,40.33753409,7.732758925,3176.198699
Rice,North,Punjab,582.4158348,22.70826564,62.77715721,142.4649976,6.699696454,44.67698155,8.116365872,3085.166552
Rice,North,Punjab,632.9769121,23.82583527,62.53478463,131.608489,6.666595477,44.9840847,8.065008049,2986.638226
Rice,North,Punjab,623.4127461,23.46091921,62.05636231,129.954405,6.754294778,43.94939647,8.094994608,3222.664945
Rice,North,Punjab,644.7551887,24.33468618,62.02070524,123.4408188,6.646744317,42.38955059,7.97809756,3071.954305
Rice,North,Punjab,611.4162481,24.31781565,61.85900244,132.4325082,6.703223721,39.04906687,7.912132921,3078.386867
Rice,North,Punjab,579.7576314,24.35995724,65.06150166,136.0938093,6.689327856,45.98145227,8.129733491,3049.437104
Rice,North,Punjab,594.6649334,23.81851819,61.22364636,130.8520811,6.708028699,43.00609204,8.187387634,3278.596941
Rice,North,Punjab,633.7388534,23.10906122,56.89215773,134.6715996,6.631656065,42.5504692,7.865977395,2829.702934
Rice,North,Punjab,623.5365682,24.4554931,60.8469792,117.0447885,6.672687778,43.78360801,7.804217686,3127.503988
Rice,North,Punjab,609.6172538,24.3475749,62.23916074,125.1346553,6.759828575,42.68294085,8.094539092,2960.009806
Rice,North,Punjab,598.9179437,23.46911837,61.65410788,138.5585424,6.631404943,39.7728772,8.394234065,3068.601448
Rice,North,Punjab,593.2731815,24.62394281,60.78876892,139.1300486,6.733896294,42.02417718,8.531461643,3009.142762
Rice,North,Punjab,628.5523843,24.17957555,64.60348258,137.807556,6.701600207,41.49316426,8.191994429,2998.342695
Rice,North,Punjab,660.3346812,24.0819212,61.2693569,130.9234015,6.632643686,41.05677192,8.340082782,3001.465858
Rice,North,Punjab,583.8272254,24.32199165,64.37140831,133.5947666,6.749802384,41.48640982,7.815637867,3325.200048
Rice,North,Punjab,601.933004,23.84950019,64.65638828,132.78115,6.722794389,47.33000469,7.971296354,3239.176019
Rice,North,Punjab,611.4253281,24.16115537,65.05693685,132.5391788,6.726914804,45.14501467,8.027009454,2974.11855
Rice,North,Punjab,583.8797701,22.82018605,66.11241426,124.4839582,6.688937319,42.4463734,8.16148134,3222.360582
Rice,North,Punjab,631.5118372,23.65015354,61.66575657,131.4128998,6.687565444,46.21469115,8.19819499,3210.231668
Rice,North,Punjab,626.5720317,24.70408431,62.36204312,123.5158403,6.719984398,41.69728621,7.994276664,3187.954603
Rice,North,Punjab,640.9570768,24.01276295,62.61766603,138.5110747,6.712037659,48.20336623,8.213101929,2835.885586
Rice,North,Punjab,628.8335405,24.22869503,64.57950551,133.3659068,6.693077201,40.55140353,8.058195349,2972.421932
Rice,North,Punjab,595.4869138,24.35314704,65.33980901,131.9733576,6.640205847,43.88920534,8.339326297,3008.532564
Rice,North,Punjab,606.6495708,24.00881292,60.43020337,133.2414022,6.693952593,43.83906489,7.922501564,3034.381255
Rice,North,Punjab,628.0595339,23.77630011,65.4539277,128.0018191,6.711234236,44.86518166,7.816326853,2835.878678
Rice,North,Punjab,571.8585921,24.75755046,60.89628371,142.7909964,6.67178762,43.36910261,8.408421991,3400.913933
Rice,North,Punjab,661.5375894,24.72501974,64.04812505,132.9626347,6.738918054,41.89762857,7.936360223,3099.493831
Rice,North,Punjab,605.7453844,23.72806317,63.39277489,134.776526,6.704420344,45.95506016,7.871662177,3070.951081
Rice,North,Punjab,592.079442,22.88007803,61.83463863,129.3912625,6.775672487,44.26162337,7.895162635,3378.113885
Rice,North,Punjab,640.5258424,24.34925862,61.5470318,125.2028038,6.681389661,45.17749724,8.476917261,3331.486529
Rice,North,Punjab,597.7787645,23.32822954,62.28177249,121.1578032,6.716158386,42.70479483,8.0067927,2860.79454
Rice,North,Punjab,622.8400027,23.6803795,59.66016633,115.6386889,6.698624255,46.54450319,8.432251843,3031.435562
Rice,North,Punjab,594.9446985,24.28126455,60.00322912,131.5089595,6.738304014,45.45386645,8.079969185,3069.448937
Rice,North,Punjab,588.0504353,23.50387179,61.54704222,131.8368275,6.745679231,41.3936421,8.398537714,3059.33146
Rice,North,Punjab,609.4658176,23.55167299,57.15151948,134.420227,6.736842195,42.43734489,8.113398143,3177.390883
Rice,North,Punjab,570.9363536,23.68256839,63.58852936,123.7285529,6.714677897,40.28683639,8.193285996,3094.653778
Rice,North,Punjab,569.6217046,24.69884361,60.53081685,125.9487378,6.71002846,45.2972747,7.896835636,3109.251977
Rice,North,Punjab,620.7204125,24.41586336,62.35288311,128.1648608,6.658620489,43.17228777,7.885572198,2661.797427
Rice,North,Punjab,620.9139951,24.5423609,57.27413513,124.9513465,6.730957713,47.11499094,8.104158742,2990.799559
Rice,West,Maharashtra,695.427589,27.82492585,66.70807164,136.00404,6.475862824,46.09334278,8.624534063,3743.701769
Rice,West,Maharashtra,708.0769818,26.8485879,67.41637746,132.184046,6.544155489,47.84432561,8.563904017,3978.966135
Rice,West,Maharashtra,707.4688227,26.54892537,67.14728481,145.7422285,6.505663521,45.12344404,8.783845787,3399.778387
Rice,West,Maharashtra,746.8324444,27.64802884,67.10535621,146.4050818,6.503392776,49.70554735,8.696946563,3373.046502
Rice,West,Maharashtra,683.9112542,27.61797649,67.33044934,137.9817577,6.452243871,48.84719813,9.012504984,3339.870063
Rice,West,Maharashtra,700.6054864,27.84733233,67.84071722,142.261859,6.446880324,48.85661419,8.562571147,3647.859499
Rice,West,Maharashtra,729.6846513,28.55373819,69.15926635,141.6289816,6.509719215,47.29366741,8.667696769,3455.689788
Rice,West,Maharashtra,704.2115244,27.79055852,65.98691487,145.6993928,6.565855753,47.76386295,8.17562902,3408.826702
Rice,West,Maharashtra,732.4248637,26.98627916,66.00139554,137.4761254,6.542031001,49.09346714,8.55221358,3444.976338
Rice,West,Maharashtra,690.2060463,26.44655389,71.23075138,138.3883977,6.560857926,51.0426321,8.79966218,3435.256953
Rice,West,Maharashtra,710.0932523,26.98548264,66.19259628,141.6217964,6.44104801,50.37535878,8.507076541,3530.173948
Rice,West,Maharashtra,707.0821968,26.84465702,69.1733876,137.6254817,6.543564865,45.30804064,8.625275916,3790.83935
Rice,West,Maharashtra,674.9917169,26.59335302,69.0278157,140.8979089,6.517531505,48.97837426,8.726944294,3666.454976
Rice,West,Maharashtra,710.2454664,26.85524541,69.3451474,149.4994097,6.493368313,46.05094139,8.821416134,3481.942825
Rice,West,Maharashtra,645.6832613,27.50845301,66.92934363,139.5473336,6.516599017,48.38099936,8.741890363,3434.677044
Rice,West,Maharashtra,712.827645,26.84427199,69.47762096,143.0768374,6.453228065,50.17196423,8.492807311,3621.20867
Rice,West,Maharashtra,709.1821828,28.10291021,67.55306804,138.253416,6.49902902,47.39364043,8.75998838,3257.553409
Rice,West,Maharashtra,673.6579395,26.35931825,69.90061518,148.5530669,6.494777539,47.66235655,8.614010433,3674.281745
Rice,West,Maharashtra,676.8161716,27.14302139,69.95039526,142.5054708,6.509479081,50.00209219,8.059353541,3601.681298
Rice,West,Maharashtra,683.6481079,25.90162026,69.0224052,146.8682927,6.493127574,49.90574909,8.922455652,3697.237168
Rice,West,Maharashtra,740.9991132,27.44527649,68.15086728,131.9901709,6.487696876,46.31350681,9.034188543,3473.617128
Rice,West,Maharashtra,703.0801202,27.33089123,68.08720489,148.4752552,6.468867532,48.38921491,8.451505883,3301.996623
Rice,West,Maharashtra,684.7057727,26.97777792,67.14139555,136.5378951,6.429684127,47.83378885,8.299055925,3614.008395
Rice,West,Maharashtra,702.0609938,26.1254691,67.38158185,136.239218,6.515958726,50.68090089,8.224965506,3517.253912
Rice,West,Maharashtra,695.9966801,27.40280405,68.42639326,136.2401533,6.484047303,46.40794829,8.815201428,3503.196747
Rice,West,Maharashtra,747.5297671,26.96360351,66.58318647,132.431428,6.409843016,44.83172811,8.65342533,3576.308753
Rice,West,Maharashtra,660.4702324,27.53702299,67.0338779,140.7339651,6.580611031,49.79367863,8.54629387,3366.321166
